User,Tweet,Date
SARwatchMED,"RT @TapNewsAgency: #Tunisia: a general strike approved by @UGTT_TN was held Tuesday in #Zarzis, on the call of the locals, incl. families o…",2022-10-18 13:36:07+00:00
SARwatchMED,"RT @Europarl_ES: El Parlamento rechaza aprobar la gestión presupuestaria de Frontex en 2020 ante la gravedad de las irregularidades. 

La a…",2022-10-18 13:36:03+00:00
SARwatchMED,RT @InfoMigrants_ar: أنقذت دوريات #خفر_السواحل_التركي أمس الإثنين، ما مجموعه 424 #مهاجراً في مناطق مختلفة من #بحر_إيجة. في ظل اتهامات متباد…,2022-10-18 13:35:59+00:00
SARwatchMED,RT @LexFront: ✊🏼 https://t.co/EEYC33sF5C,2022-10-18 13:35:47+00:00
SARwatchMED,"RT @RescueMed: ""In #Italia si è costruita una narrazione sul fenomeno migratorio distorta ed emergenziale attraverso la retorica 'dell’inva…",2022-10-18 13:35:35+00:00
SARwatchMED,"RT @EP_BudgControl: Frontex: MEPs refuse to discharge EU border agency over its management in 2020 

345 MEPs voted in favour of the recomm…",2022-10-18 13:35:31+00:00
SARwatchMED,RT @MariaMartinD: Transparencia. Es un deber con las familias y con la misma sociedad determinar qué falló aquel día en el control de la fr…,2022-10-18 13:35:27+00:00
SARwatchMED,"RT @InfoMigrants: 1,685 people have already died or gone missing so far this year, according to IOM's @MissingMigrants project.

The number…",2022-10-18 13:35:21+00:00
SARwatchMED,RT @f_grillmeier: Keine Entlastung für Frontex. Die EU-Grenzschutzagentur muss jetzt zwingend alle Forderungen des Europaparlaments umsetze…,2022-10-18 13:35:17+00:00
SARwatchMED,"RT @EuroParlPress: #Frontex: MEPs refuse to discharge EU border agency over its management in 2020 

MEPs refused to discharge the 2020 bud…",2022-10-18 13:35:13+00:00
SARwatchMED,RT @alarm_phone: Our solidarity with the families and friends of the missing! We thank the fishermen of Zarzis for their solidarity. We joi…,2022-10-18 13:35:09+00:00
SARwatchMED,"RT @alarm_phone: Today, a general strike is taking place in #Zarzis, #Tunisia. Protestors request authorities to continue the search for 12…",2022-10-18 13:35:05+00:00
SARwatchMED,"RT @CEARefugio: 😡Una vez más, las personas migrantes y refugiadas instrumentalizadas y humilladas en las fronteras de Europa.

Ni migrar es…",2022-10-18 13:35:00+00:00
SARwatchMED,"RT @ansaeuropa: Per il Parlamento europeo, Frontex non è riuscita a proteggere i diritti dei migranti @PE_Italia 
#ANSAEuroparlamento  http…",2022-10-18 13:34:57+00:00
SARwatchMED,"RT @MiguelUrban: 🔴 #Frontex no puede seguir ni recibiendo dinero, ni poderes. Así lo hemos expresado hoy con nuestro voto. NO a seguir fina…",2022-10-18 13:34:53+00:00
SARwatchMED,"RT @wemoveEU: It is a STRONG WIN with 61 votes of difference ✊

✅ 54% of the @Europarl_EN voted against the discharge of @Frontex budget! h…",2022-10-18 13:34:48+00:00
SARwatchMED,RT @112canarias: Embarcación @salvamentogob traslada al muelle de Arguineguín a 53 migrantes localizados en un cayuco al sur de #GranCanari…,2022-10-18 13:34:46+00:00
SARwatchMED,"RT @stluedke: Following our investigations, the European Parliament has denied discharge of the Frontex budget 2020. https://t.co/8ULjFQUB2r",2022-10-18 13:34:43+00:00
SARwatchMED,"RT @seawatchcrew: Wir sind nicht nur auf dem Wasser, sondern auch in der Luft aktiv. Gemeinsam mit der Schweizer humanitären Piloteninitiat…",2022-10-18 13:34:39+00:00
SARwatchMED,"RT @EPCanarias: Rescatan un #cayuco con 53 #migrantes a unos 15 kilómetros al sur de #Maspalomas, en Gran Canaria #fronterasur #canarias #g…",2022-10-18 13:34:35+00:00
SARwatchMED,"RT @wemoveEU: [🔴BREAKING] ⚠️ Big WIN for Human Rights and transparency⚠️ 

👉 MEPs just voted against the use of taxpayers money to fund a c…",2022-10-18 13:34:30+00:00
SARwatchMED,"RT @kostarvanitis: &gt;European citizens expect answers, both for the contents of the @EUAntiFraud report, &amp; for every #RuleOfLaw violation in…",2022-10-18 10:46:33+00:00
SARwatchMED,RT @kostarvanitis: 🔻The @Europarl_EL has once again refused a cover-up! The #EPlenary has voted against the discharge of the @Frontex budge…,2022-10-18 10:46:25+00:00
SARwatchMED,RT @ecre: BREAKING: MEPs refuse discharge of #Frontex budget. https://t.co/eRQpfhjCxr,2022-10-18 10:46:19+00:00
